Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34122206,The Secret Lives of Color,Kassia St. Clair,"Clair, Kassia St.",,"=""0143131141""","=""9780143131144""",0,4.00,Penguin Books,Hardcover,320,2017,2016,,2024/04/27,currently-reading,currently-reading (#8),currently-reading,,,,1,0
60965426,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593652886""","=""9780593652886""",4,3.96,Penguin Press,Hardcover,406,2023,2023,2024/08/27,2023/06/13,,,read,"<b>""When making art, we create a mirror in which someone may see their own hidden reflection.""</b><br/><br/>Four stars just because there are so many undeniable beautiful truths in this book. The actual format was a bit uninteresting & hard to get through, but most of his musings touch very true aspects of the creative act. This book would have been more exciting with actual anecdotes or stories of how these diatribes manifest in the real world, instead of just a laundry list of instructions. (perhaps he's under NDA for his work with bigger artists? ... idk but that's still a very sad excuse)<br/><br/>The audiobook was a silly experience because it's basically a 4 hour lecture of Rubin indoctrinating his philosophy to you—with an echoing ""ding"" after every chapter from his gong.<br/><br/>--------------------------------------------------------<br/><br/><i>""Though we can't change what it is that we're noticing, we can change our <i>ability to notice.</i>""<br/><br/>""The universe is only as large as our perception of it.""<br/><br/>""We're not playing to win, we're playing to play.""<br/><br/>""Darkness and light are only meaningful in relation with each other. Without one, the other wouldn't exist.""<br/><br/>""Good habits create good art. The way do anything is the way we do everything.""<br/><br/>""The best work is the work you're excited about.""<br/><br/>""The magic lives in the wonder of what we do not know.""</i>",,,1,0
57141034,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""""","=""""",3,4.10,New York Review Books,ebook,192,2021,2020,2024/08/21,2023/02/03,,,read,"Oh goodness I'm so sorry goodreads. Bogged down asf so no time for a real review but: unfortunately, I ceased to understand the meaning of this book. It just seems like an artistic and highly fictionalized retelling of great scientific minds descending into ""madness."" But why??? <br/><br/>I literally could not pull a single worthwhile message from this book. But the title was poetic and promising at least!",,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,4.17,Tor Books,Hardcover,448,2020,2020,,2024/08/22,currently-reading,currently-reading (#7),currently-reading,,,,1,0
17800,Dance Dance Dance,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""0099448769""","=""9780099448761""",4,4.04,Vintage,Paperback,393,2002,1988,2024/07/31,2020/12/23,,,read,"I hate to say this but Murakami ,,, this is definitely not his brilliant spontaneous genius at its best. However, still solid. Like the main characters: just dance, dance, dance all the problems away ...",,,1,0
125785641,THE MODEL MILLIONAIRE,Oscar Wilde,"Wilde, Oscar",DAWOOD MUZAFFAR,"=""""","=""""",0,3.64,,Kindle Edition,5,2021,,,2024/06/08,to-read,to-read (#261),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",4,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,2024/07/24,2021/12/10,,,read,"<b>""Soft is stronger than hard, water stronger than rock, love stronger than force.""</b><br/><br/>Full of musings and universal truths (as expected) but also not about the actual Buddha Siddhartha (not as expected oops). A beautiful work of literature, but at times told a little too mythically for me to take it seriously. Very slow lives, very at peace. You can tell it was written from a different time that we are slowly losing. (Sad, but, as Siddhartha suggests, a truth we should accept as inevitable)<br/><br/><i>""Everyone takes. Everyone gives. Such is life.""<br/><br/>""The opposite of every truth is just as true."" <br/><br/>""Time is not real, Govinda, I have experienced this often and often again. And if time is not real, then the gap which seems to be between the world and the eternity, between suffering and blissfulness, between evil and good, is also a deception.""</i>",,,1,0
61918819,The Wisdom of the Bullfrog: Leadership Made Simple (But Not Easy),William H. McRaven,"McRaven, William H.",,"=""1538707942""","=""9781538707944""",4,4.40,Grand Central Publishing,Hardcover,224,2023,,2024/07/21,2024/07/20,,,read,"<b>""Hard work creates opportunities.""</b><br/><br/>You can tell that this man was a four-star US Navy admiral just from listening to the crisp way he enunciates his words in the audiobook. Straightlaced and disciplined, McRaven gives excellent advice that translates smoothly from the battlefield into any corporate or leadership setting. The principles themselves are a bit generic, like you would find in any leadership book, but the real world examples he gives from his time in SEAL training and in the field add color to them. If anything, it's just fascinating to learn a bit about behind-the-scenes US military operations and the sheer feats of human discipline that they require. <br/><br/><i>""You must have a personal code of conduct that provides an anchor for your decisions and your actions.""<br/><br/>“The day you no longer believe you have something to prove, the day you no longer believe you must give it your all, the day you think you are entitled to special treatment, the day you think all your hard days are behind you, is the day you are no longer the right leader for the job.”<br/><br/>""Who dares, wins. Who sweats, wins. Who plans, wins""<br/><br/>""Never rely on hope as a strategy.""<br/><br/>""A shepherd should smell like his sheep.""<br/><br/>""The harder I worked, the more luck I seemed to have.""</i>",,,1,0
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",0,3.89,W. W. Norton & Company,Paperback,280,2011,2010,,2024/07/21,to-read,to-read (#279),to-read,,,,0,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2024/07/21,to-read,to-read (#278),to-read,,,,0,0
10631,"Sam Walton, Made in America: My Story",Sam Walton,"Walton, Sam",John Huey,"=""0553562835""","=""9780553562835""",0,4.15,BANTAM BOOKS,Paperback,346,1993,1992,,2024/07/21,to-read,to-read (#277),to-read,,,,0,0
35224286,Room to Dream,David  Lynch,"Lynch, David",Kristine McKenna,"=""1782118381""","=""9781782118381""",3,4.38,Canongate Books,Hardcover,496,2018,2018,2024/06/03,2022/05/31,,,read,"David Lynch is a wonderful film director but perhaps not the best book writer. The parts he narrates in the biography feel just like he is having a conversation with you though, which is lovely. <br/><br/>The other biographer in this book seemed to be head over heels obsessed with him … she could not write a single bad thing about the man. Perhaps it would be better to have a dual view of both his good and evil qualities, like so many of the characters he creates.",,,1,0
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.01,Spectra,Kindle Edition,559,2018,1992,,2024/07/21,to-read,to-read (#276),to-read,,,,0,0
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,"=""1501139150""","=""9781501139154""",0,4.18,Simon & Schuster,Hardcover,600,2017,2017,,2024/07/21,to-read,to-read (#275),to-read,,,,0,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.31,Penguin Books,Paperback,487,2005,2001,,2024/07/21,to-read,to-read (#274),to-read,,,,0,0
2054,"The Long Goodbye (Philip Marlowe, #6)",Raymond Chandler,"Chandler, Raymond",,"=""0394757688""","=""9780394757681""",0,4.19,Vintage Crime/Black Lizard,Paperback,379,1988,1953,,2024/07/21,to-read,to-read (#273),to-read,,,,0,0
762476,Kokoro,Natsume Sōseki,"Sōseki, Natsume",Edwin McClellan,"=""0809260956""","=""9780895267153""",4,4.04,Gateway Editions,Paperback,256,1996,1914,2024/07/20,2021/07/08,,,read,"<b>""There is no such thing as a stereotype bad man in this world. Under normal conditions, everybody is more or less good, or, at least, ordinary. But tempt them, and they may suddenly change. That is what is so frightening about men.""</b><br/><br/>Remarkable truths and observations about life and the nature of human beings. However, so depressing and futile that I really can't bump it up to 5 stars. How do people live with these thoughts, as the main characters do, and ""accomplish"" anything with their lives? Maybe it's my Western capitalism brainwashing kicking in, but I can't stand for this story of characters who just live off their inherited wealth and do nothing of value all day. If anything, perhaps Sōseki is trying to make a commentary on how living uselessly just leads to self-inflicted harms and death? And also perhaps a comment on the nature of human beings—neither inherently good nor bad, but just blank slates which over time the ruinous world can stain with dark terrible ink.<br/><br/><i>""It's a bad thing not to have a struggle for one's living.""<br/><br/>---------------------------------------<br/><br/>""My heart, which until then had felt tight with pain and fear, seemed to find relief in sorrow.""</i>",,,1,0
